Best Settings Category,Category,Use Object Detection,Refresh Index,Resolution,Traffic Video,K,A,T,M,Raw Size (Bytes),Compressed Size (Bytes)
Best-OpenCV-Settings,Category-NA,False,30,360p,Traffic3,4,0.1,0.9,4,7806182,3435323
Best-OpenCV-Settings,Category-NA,False,30,360p,Traffic4,4,0.1,0.9,4,7204172,2417313
Best-OpenCV-Settings,Category-NA,False,30,360p,Traffic5,4,0.1,0.9,4,5196125,3261828
Best-OpenCV-Settings,Category-NA,False,30,360p,Traffic3,4,0.1,0.9,5,7806182,3459088
Best-OpenCV-Settings,Category-NA,False,30,360p,Traffic4,4,0.1,0.9,5,7204172,2427451
Best-OpenCV-Settings,Category-NA,False,30,360p,Traffic5,4,0.1,0.9,5,5196125,3282013
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic1,3,0.01,0.9,3,12242792,11430624
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic1,3,0.01,0.9,4,12242792,11273114
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic1,3,0.01,0.9,5,12242792,11130803
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic4,3,0.1,0.9,4,11127035,4002721
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic2,4,0.01,0.9,3,37820128,33152926
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic2,4,0.01,0.9,4,37820128,31277467
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic2,4,0.01,0.9,5,37820128,30624171
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic3,4,0.1,0.9,3,12558393,9541330
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic4,4,0.1,0.9,3,11127035,6127808
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic5,4,0.1,0.9,3,8120337,6056967
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic3,4,0.1,0.9,4,12558393,5812088
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic5,4,0.1,0.9,4,8120337,5128047
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic3,4,0.1,0.9,5,12558393,5880692
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic4,4,0.1,0.9,5,11127035,3901614
Best-OpenCV-Settings,Category-NA,False,30,480p,Traffic5,4,0.1,0.9,5,8120337,5155627
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic3,2,0.1,0.9,4,771679,341989
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic4,2,0.1,0.9,4,772620,236140
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic3,2,0.1,0.9,5,771679,341989
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic1,3,0.01,0.9,3,1113249,1022976
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic1,3,0.01,0.9,4,1113249,974941
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic1,3,0.01,0.9,5,1113249,984902
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic4,3,0.1,0.7,5,772620,236140
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic2,4,0.01,0.9,3,2314079,2145291
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic2,4,0.01,0.9,5,2314079,1857143
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic3,4,0.1,0.9,3,771679,343354
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic4,4,0.1,0.9,3,772620,236140
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic5,4,0.1,0.9,3,670191,387622
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic2,4,0.1,0.9,4,2314079,1280215
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic5,4,0.1,0.9,4,670191,369928
Best-OpenCV-Settings,Category-NA,True,0,120p,Traffic5,4,0.1,0.9,5,670191,364696
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic1,3,0.01,0.9,3,4026900,3947400
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic1,3,0.01,0.9,4,4026900,3857381
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic1,3,0.01,0.9,5,4026900,3818169
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic3,3,0.1,0.9,4,3734983,1508409
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic2,4,0.01,0.9,3,9326828,10087644
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic3,4,0.01,0.9,3,3734983,3292509
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic2,4,0.01,0.9,4,9326828,9441150
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic2,4,0.01,0.9,5,9326828,9166405
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic4,4,0.1,0.9,3,3603704,1313400
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic5,4,0.1,0.9,3,2681853,1626603
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic4,4,0.1,0.9,4,3603704,1025796
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic5,4,0.1,0.9,4,2681853,1365661
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic3,4,0.1,0.9,5,3734983,1508358
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic4,4,0.1,0.9,5,3603704,1052241
Best-OpenCV-Settings,Category-NA,True,0,240p,Traffic5,4,0.1,0.9,5,2681853,1366120
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic1,3,0.01,0.9,3,7708502,7577055
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic1,3,0.01,0.9,4,7708502,7414095
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic1,3,0.01,0.9,5,7708502,7282409
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic2,4,0.01,0.9,3,20680183,21731941
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic2,4,0.01,0.9,4,20680183,20621566
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic2,4,0.01,0.9,5,20680183,19919967
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic3,4,0.1,0.9,3,7806182,4150425
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic4,4,0.1,0.9,3,7204172,2980388
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic5,4,0.1,0.9,3,5196125,3380910
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic3,4,0.1,0.9,4,7806182,3212090
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic4,4,0.1,0.9,4,7204172,2362602
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic5,4,0.1,0.9,4,5196125,2620470
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic3,4,0.1,0.9,5,7806182,3313365
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic4,4,0.1,0.9,5,7204172,2432758
Best-OpenCV-Settings,Category-NA,True,0,360p,Traffic5,4,0.1,0.9,5,5196125,2697063
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic1,3,0.01,0.9,3,12242792,11777440
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic1,3,0.01,0.9,4,12242792,11544755
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic1,3,0.01,0.9,5,12242792,11274141
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic4,3,0.1,0.9,4,11127035,4159813
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic2,4,0.01,0.9,3,37820128,37037141
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic2,4,0.01,0.9,4,37820128,35092382
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic2,4,0.01,0.9,5,37820128,33793659
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic3,4,0.1,0.9,3,12558393,8000142
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic4,4,0.1,0.9,3,11127035,5086860
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic5,4,0.1,0.9,3,8120337,5542184
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic3,4,0.1,0.9,4,12558393,5547883
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic5,4,0.1,0.9,4,8120337,4260612
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic3,4,0.1,0.9,5,12558393,5721208
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic4,4,0.1,0.9,5,11127035,4146601
Best-OpenCV-Settings,Category-NA,True,0,480p,Traffic5,4,0.1,0.9,5,8120337,4498017
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic3,2,0.1,0.9,4,771679,464369
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic4,2,0.1,0.9,4,772620,344975
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic3,2,0.1,0.9,5,771679,464369
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic1,3,0.01,0.9,3,1113249,1024077
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic1,3,0.01,0.9,4,1113249,987941
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic1,3,0.01,0.9,5,1113249,1003907
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic4,3,0.1,0.7,5,772620,344975
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic2,4,0.01,0.9,3,2314079,2014712
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic2,4,0.01,0.9,5,2314079,1838507
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic3,4,0.1,0.9,3,771679,464369
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic4,4,0.1,0.9,3,772620,344975
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic5,4,0.1,0.9,3,670191,487026
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic2,4,0.1,0.9,4,2314079,1391680
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic5,4,0.1,0.9,4,670191,486733
Best-OpenCV-Settings,Category-NA,True,10,120p,Traffic5,4,0.1,0.9,5,670191,486873
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic1,3,0.01,0.9,3,4026900,3914891
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic1,3,0.01,0.9,4,4026900,3868378
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic1,3,0.01,0.9,5,4026900,3864134
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic3,3,0.1,0.9,4,3734983,2103678
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic2,4,0.01,0.9,3,9326828,8889322
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic3,4,0.01,0.9,3,3734983,3285672
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic2,4,0.01,0.9,4,9326828,8395184
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic2,4,0.01,0.9,5,9326828,8400012
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic4,4,0.1,0.9,3,3603704,1470476
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic5,4,0.1,0.9,3,2681853,1852872
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic4,4,0.1,0.9,4,3603704,1361913
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic5,4,0.1,0.9,4,2681853,1796602
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic3,4,0.1,0.9,5,3734983,2103653
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic4,4,0.1,0.9,5,3603704,1369127
Best-OpenCV-Settings,Category-NA,True,10,240p,Traffic5,4,0.1,0.9,5,2681853,1809580
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic1,3,0.01,0.9,3,7708502,7440345
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic1,3,0.01,0.9,4,7708502,7367390
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic1,3,0.01,0.9,5,7708502,7319653
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic2,4,0.01,0.9,3,20680183,19052855
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic2,4,0.01,0.9,4,20680183,18321307
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic2,4,0.01,0.9,5,20680183,18196041
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic3,4,0.1,0.9,3,7806182,4557834
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic4,4,0.1,0.9,3,7204172,3032921
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic5,4,0.1,0.9,3,5196125,3675489
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic3,4,0.1,0.9,4,7806182,4180912
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic4,4,0.1,0.9,4,7204172,2715873
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic5,4,0.1,0.9,4,5196125,3473751
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic3,4,0.1,0.9,5,7806182,4209950
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic4,4,0.1,0.9,5,7204172,2743875
Best-OpenCV-Settings,Category-NA,True,10,360p,Traffic5,4,0.1,0.9,5,5196125,3511795
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic1,3,0.01,0.9,3,12242792,11500794
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic1,3,0.01,0.9,4,12242792,11402396
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic1,3,0.01,0.9,5,12242792,11301393
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic4,3,0.1,0.9,4,11127035,4411954
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic2,4,0.01,0.9,3,37820128,32853503
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic2,4,0.01,0.9,4,37820128,31669047
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic2,4,0.01,0.9,5,37820128,31297099
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic3,4,0.1,0.9,3,12558393,7895038
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic4,4,0.1,0.9,3,11127035,4929816
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic5,4,0.1,0.9,3,8120337,5808193
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic3,4,0.1,0.9,4,12558393,6636825
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic5,4,0.1,0.9,4,8120337,5444554
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic3,4,0.1,0.9,5,12558393,6719187
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic4,4,0.1,0.9,5,11127035,4402844
Best-OpenCV-Settings,Category-NA,True,10,480p,Traffic5,4,0.1,0.9,5,8120337,5508211
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic3,2,0.1,0.9,4,771679,409326
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic4,2,0.1,0.9,4,772620,285406
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic3,2,0.1,0.9,5,771679,409326
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic1,3,0.01,0.9,3,1113249,1005535
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic1,3,0.01,0.9,4,1113249,961941
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic1,3,0.01,0.9,5,1113249,981050
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic4,3,0.1,0.7,5,772620,285406
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic2,4,0.01,0.9,3,2314079,1969422
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic2,4,0.01,0.9,5,2314079,1763197
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic3,4,0.1,0.9,3,771679,409343
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic4,4,0.1,0.9,3,772620,285406
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic5,4,0.1,0.9,3,670191,444856
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic2,4,0.1,0.9,4,2314079,1245092
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic5,4,0.1,0.9,4,670191,444539
Best-OpenCV-Settings,Category-NA,True,20,120p,Traffic5,4,0.1,0.9,5,670191,444737
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic1,3,0.01,0.9,3,4026900,3878999
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic1,3,0.01,0.9,4,4026900,3819105
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic1,3,0.01,0.9,5,4026900,3816252
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic3,3,0.1,0.9,4,3734983,1771324
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic2,4,0.01,0.9,3,9326828,8814156
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic3,4,0.01,0.9,3,3734983,3133365
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic2,4,0.01,0.9,4,9326828,8226951
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic2,4,0.01,0.9,5,9326828,8246485
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic4,4,0.1,0.9,3,3603704,1294681
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic5,4,0.1,0.9,3,2681853,1695543
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic4,4,0.1,0.9,4,3603704,1169716
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic5,4,0.1,0.9,4,2681853,1628710
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic3,4,0.1,0.9,5,3734983,1771568
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic4,4,0.1,0.9,5,3603704,1178299
Best-OpenCV-Settings,Category-NA,True,20,240p,Traffic5,4,0.1,0.9,5,2681853,1642874
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic1,3,0.01,0.9,3,7708502,7367015
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic1,3,0.01,0.9,4,7708502,7270099
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic1,3,0.01,0.9,5,7708502,7222199
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic2,4,0.01,0.9,3,20680183,18818499
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic2,4,0.01,0.9,4,20680183,17916898
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic2,4,0.01,0.9,5,20680183,17792867
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic3,4,0.1,0.9,3,7806182,3932947
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic4,4,0.1,0.9,3,7204172,2734567
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic5,4,0.1,0.9,3,5196125,3397956
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic3,4,0.1,0.9,4,7806182,3503476
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic4,4,0.1,0.9,4,7204172,2375397
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic5,4,0.1,0.9,4,5196125,3169614
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic3,4,0.1,0.9,5,7806182,3537794
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic4,4,0.1,0.9,5,7204172,2406449
Best-OpenCV-Settings,Category-NA,True,20,360p,Traffic5,4,0.1,0.9,5,5196125,3213165
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic1,3,0.01,0.9,3,12242792,11362814
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic1,3,0.01,0.9,4,12242792,11232786
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic1,3,0.01,0.9,5,12242792,11124453
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic4,3,0.1,0.9,4,11127035,3940247
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic2,4,0.01,0.9,3,37820128,32278012
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic2,4,0.01,0.9,4,37820128,30760655
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic2,4,0.01,0.9,5,37820128,30375123
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic3,4,0.1,0.9,3,12558393,7031177
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic4,4,0.1,0.9,3,11127035,4520211
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic5,4,0.1,0.9,3,8120337,5410739
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic3,4,0.1,0.9,4,12558393,5625505
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic5,4,0.1,0.9,4,8120337,4996473
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic3,4,0.1,0.9,5,12558393,5718383
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic4,4,0.1,0.9,5,11127035,3931626
Best-OpenCV-Settings,Category-NA,True,20,480p,Traffic5,4,0.1,0.9,5,8120337,5068521
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic3,2,0.1,0.9,4,771679,374079
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic4,2,0.1,0.9,4,772620,260959
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic3,2,0.1,0.9,5,771679,374079
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic1,3,0.01,0.9,3,1113249,995687
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic1,3,0.01,0.9,4,1113249,947268
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic1,3,0.01,0.9,5,1113249,969424
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic4,3,0.1,0.7,5,772620,260959
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic2,4,0.01,0.9,3,2314079,1953180
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic2,4,0.01,0.9,5,2314079,1731150
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic3,4,0.1,0.9,3,771679,374130
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic4,4,0.1,0.9,3,772620,260959
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic5,4,0.1,0.9,3,670191,424886
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic2,4,0.1,0.9,4,2314079,1182324
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic5,4,0.1,0.9,4,670191,424543
Best-OpenCV-Settings,Category-NA,True,30,120p,Traffic5,4,0.1,0.9,5,670191,424736
Best-OpenCV-Settings,Category-NA,True,30,240p,Traffic1,3,0.01,0.9,3,4026900,3854947
Best-OpenCV-Settings,Category-NA,True,30,240p,Traffic1,3,0.01,0.9,4,4026900,3787883
Best-OpenCV-Settings,Category-NA,True,30,240p,Traffic1,3,0.01,0.9,5,4026900,3785852
Best-OpenCV-Settings,Category-NA,True,30,240p,Traffic3,3,0.1,0.9,4,3734983,1611283
Best-OpenCV-Settings,Category-NA,True,30,240p,Traffic2,4,0.01,0.9,3,9326828,8807568
Best-OpenCV-Settings,Category-NA,True,30,240p,Traffic3,4,0.01,0.9,3,3734983,3065635
Best-OpenCV-Settings,Category-NA,True,30,240p,Traffic2,4,0.01,0.9,4,9326828,8171768
