Resolution,Traffic,K,A,T,M,ParamSweep Path,OpenCV Path,Otsu Path,SSIM OpenCV AVG,SSIM OpenCV Var,SSIM OpenCV Med,SSIM Otsu AVG,SSIM Otsu Var,SSIM Otsu Med,Frames Compared
240p,Traffic2,K2,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.001_\T0.9\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.6355,0.0568,0.7089,0.6091,0.054,0.6801,100
240p,Traffic2,K2,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.5\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.714,0.0513,0.8064,0.5743,0.034,0.6433,100
240p,Traffic2,K2,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.5\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.7938,0.0337,0.8424,0.719,0.0303,0.7595,100
240p,Traffic2,K2,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.5\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8019,0.0347,0.8541,0.7576,0.034,0.8009,100
240p,Traffic2,K2,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.7\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.7655,0.0379,0.8292,0.612,0.0255,0.6639,100
240p,Traffic2,K2,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.7\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8246,0.0233,0.8531,0.7445,0.0214,0.7767,100
240p,Traffic2,K2,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.7\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8333,0.024,0.87,0.7851,0.0239,0.8173,100
240p,Traffic2,K2,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.9\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8381,0.0241,0.868,0.6752,0.0111,0.6916,100
240p,Traffic2,K2,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.9\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8658,0.0169,0.8899,0.7891,0.0062,0.7967,100
240p,Traffic2,K2,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.01_\T0.9\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.878,0.0158,0.9013,0.8322,0.0065,0.8399,100
240p,Traffic2,K2,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.5\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.7809,0.0269,0.8305,0.65,0.0094,0.6607,100
240p,Traffic2,K2,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.5\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8402,0.0191,0.8729,0.7811,0.0049,0.7876,100
240p,Traffic2,K2,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.5\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8523,0.0171,0.8852,0.8256,0.0049,0.837,100
240p,Traffic2,K2,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.7\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.824,0.023,0.8579,0.6872,0.005,0.6864,100
240p,Traffic2,K2,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.7\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8646,0.0175,0.8896,0.8069,0.0024,0.8044,100
240p,Traffic2,K2,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.7\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8781,0.0154,0.9016,0.8536,0.0021,0.855,100
240p,Traffic2,K2,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.9\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8476,0.023,0.8747,0.7169,0.0035,0.7173,100
240p,Traffic2,K2,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.9\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.877,0.0175,0.8987,0.8295,0.0016,0.8281,100
240p,Traffic2,K2,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K2\A0.1_\T0.9\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8933,0.0155,0.9177,0.881,0.0012,0.8825,100
240p,Traffic2,K3,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.5\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.3422,0.0431,0.2926,0.3128,0.0356,0.291,100
240p,Traffic2,K3,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.5\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.518,0.0365,0.51,0.4925,0.0362,0.5109,100
240p,Traffic2,K3,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.5\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.5206,0.0371,0.5152,0.5051,0.0383,0.5098,100
240p,Traffic2,K3,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.7\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.4904,0.0809,0.4107,0.4178,0.0527,0.3819,100
240p,Traffic2,K3,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.7\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.6258,0.054,0.6573,0.5788,0.0457,0.5983,100
240p,Traffic2,K3,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.7\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.6304,0.0551,0.6578,0.6038,0.0511,0.6263,100
240p,Traffic2,K3,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.9\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.6824,0.071,0.7783,0.5545,0.0429,0.6346,100
240p,Traffic2,K3,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.9\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.7673,0.0408,0.8245,0.6966,0.0332,0.7471,100
240p,Traffic2,K3,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.001_\T0.9\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.7757,0.0421,0.8388,0.733,0.0378,0.7885,100
240p,Traffic2,K3,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.5\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.7766,0.0426,0.8517,0.6181,0.0282,0.6845,100
240p,Traffic2,K3,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.5\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8347,0.0247,0.8702,0.7512,0.0219,0.7923,100
240p,Traffic2,K3,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.5\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8464,0.0255,0.8886,0.7934,0.0246,0.8341,100
240p,Traffic2,K3,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.7\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8258,0.03,0.8742,0.6546,0.019,0.6957,100
240p,Traffic2,K3,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.7\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8616,0.0186,0.8906,0.7756,0.0148,0.7991,100
240p,Traffic2,K3,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.7\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8773,0.0186,0.9081,0.8203,0.0164,0.8431,100
240p,Traffic2,K3,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.9\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8725,0.0225,0.8997,0.7017,0.0078,0.7137,100
240p,Traffic2,K3,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.9\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8838,0.0164,0.9035,0.8103,0.003,0.8119,100
240p,Traffic2,K3,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.01_\T0.9\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.9051,0.015,0.9281,0.8578,0.003,0.8626,100
240p,Traffic2,K3,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.5\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.7856,0.0271,0.8347,0.6592,0.0091,0.6685,100
240p,Traffic2,K3,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.5\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.846,0.0193,0.8789,0.7918,0.0046,0.8009,100
240p,Traffic2,K3,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.5\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8592,0.0173,0.8919,0.8385,0.0045,0.8512,100
240p,Traffic2,K3,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.7\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8254,0.0233,0.8619,0.695,0.0047,0.6926,100
240p,Traffic2,K3,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.7\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8662,0.0178,0.8911,0.8165,0.0023,0.8146,100
240p,Traffic2,K3,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.7\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8816,0.0157,0.9061,0.8665,0.002,0.8688,100
240p,Traffic2,K3,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.9\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8502,0.0228,0.875,0.7216,0.0033,0.7229,100
240p,Traffic2,K3,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.9\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8777,0.0175,0.9001,0.8325,0.0015,0.8308,100
240p,Traffic2,K3,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K3\A0.1_\T0.9\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8948,0.0155,0.9199,0.8852,0.0012,0.8851,100
240p,Traffic2,K4,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.5\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.3783,0.0473,0.3105,0.3385,0.0362,0.3003,100
240p,Traffic2,K4,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.5\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.5422,0.0359,0.5357,0.5129,0.0346,0.5162,100
240p,Traffic2,K4,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.5\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.5453,0.0365,0.5394,0.5281,0.0369,0.5217,100
240p,Traffic2,K4,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.7\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.5478,0.0869,0.6089,0.4596,0.0543,0.5234,100
240p,Traffic2,K4,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.7\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.6612,0.0543,0.7439,0.6103,0.0448,0.6808,100
240p,Traffic2,K4,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.7\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.667,0.0556,0.7472,0.6373,0.0508,0.7089,100
240p,Traffic2,K4,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.9\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.7505,0.0577,0.8445,0.6026,0.0353,0.6827,100
240p,Traffic2,K4,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.9\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8117,0.031,0.8623,0.7342,0.0256,0.7796,100
240p,Traffic2,K4,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.001_\T0.9\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8238,0.0321,0.8775,0.7745,0.0291,0.8265,100
240p,Traffic2,K4,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.5\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.7965,0.0391,0.8613,0.6309,0.0261,0.6925,100
240p,Traffic2,K4,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.5\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8473,0.0226,0.8827,0.7611,0.0197,0.7938,100
240p,Traffic2,K4,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.5\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8606,0.0232,0.898,0.8046,0.0221,0.8401,100
240p,Traffic2,K4,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.7\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8429,0.0281,0.883,0.6667,0.017,0.7015,100
240p,Traffic2,K4,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.7\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8705,0.0181,0.897,0.7828,0.0137,0.8013,100
240p,Traffic2,K4,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.7\M5\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic2\Traffic2-Mask.mp4,0.8879,0.018,0.9128,0.8284,0.0153,0.8477,100
240p,Traffic2,K4,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.9\M3\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic2\Traffic2-Mask.mp4,0.8792,0.0229,0.9077,0.7117,0.0055,0.7203,100
240p,Traffic2,K4,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic2\K4\A0.01_\T0.9\M4\Traffic2-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic2\Traffic2-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic2\Traffic2-Mask.mp4,0.8868,0.0168,0.9071,0.8179,0.0022,0.8184,100
